season,name,balls_faced,boundary_count,boundary_percent
2007/08,A Chopra,55,5,9.09
2007/08,A Kumble,17,1,5.88
2007/08,A Mishra,42,3,7.14
2007/08,A Mukund,1,0,0.0
2007/08,A Nehra,13,0,0.0
2007/08,A Symonds,111,24,21.62
2007/08,AA Noffke,12,1,8.33
2007/08,AB Agarkar,49,7,14.29
2007/08,AB Dinda,4,0,0.0
2007/08,AB de Villiers,100,6,6.0
2007/08,AC Gilchrist,328,70,21.34
2007/08,AD Mascarenhas,8,1,12.5
2007/08,AM Nayar,142,25,17.61
2007/08,AM Rahane,19,1,5.26
2007/08,AS Yadav,40,7,17.5
2007/08,Abdur Razzak,2,0,0.0
2007/08,B Akhil,32,7,21.88
2007/08,B Chipli,30,3,10.0
2007/08,B Lee,14,3,21.43
2007/08,BB McCullum,96,28,29.17
2007/08,BJ Hodge,18,2,11.11
2007/08,CK Kapugedera,24,0,0.0
2007/08,CL White,105,12,11.43
2007/08,CRD Fernando,1,0,0.0
2007/08,D Kalyankrishna,8,0,0.0
2007/08,D Salunkhe,24,5,20.83
2007/08,DB Das,95,14,14.74
2007/08,DB Ravi Teja,85,15,17.65
2007/08,DJ Bravo,137,24,17.52
2007/08,DJ Hussey,267,36,13.48
2007/08,DJ Thornely,54,4,7.41
2007/08,DNT Zoysa,9,1,11.11
2007/08,DP Vijaykumar,1,0,0.0
2007/08,DPMD Jayawardene,138,22,15.94
2007/08,DR Smith,41,6,14.63
2007/08,DS Kulkarni,17,0,0.0
2007/08,DS Lehmann,19,3,15.79
2007/08,DT Patil,13,1,7.69
2007/08,DW Steyn,5,0,0.0
2007/08,G Gambhir,394,76,19.29
2007/08,GC Smith,375,62,16.53
2007/08,GD McGrath,5,1,20.0
2007/08,H Das,5,0,0.0
2007/08,HH Gibbs,159,25,15.72
2007/08,Harbhajan Singh,17,4,23.53
2007/08,I Sharma,11,1,9.09
2007/08,IK Pathan,120,15,12.5
2007/08,Iqbal Abdulla,2,0,0.0
2007/08,J Arunkumar,24,5,20.83
2007/08,JA Morkel,168,32,19.05
2007/08,JDP Oram,13,2,15.38
2007/08,JH Kallis,188,27,14.36
2007/08,JR Hopes,152,35,23.03
2007/08,Joginder Sharma,11,2,18.18
2007/08,K Goel,79,11,13.92
2007/08,KC Sangakkara,207,49,23.67
2007/08,KD Karthik,108,17,15.74
2007/08,Kamran Akmal,78,21,26.92
2007/08,L Balaji,5,0,0.0
2007/08,L Ronchi,34,7,20.59
2007/08,LA Pomersbach,101,22,21.78
2007/08,LPC Silva,27,6,22.22
2007/08,LR Shukla,127,22,17.32
2007/08,LRPL Taylor,85,23,27.06
2007/08,M Kaif,176,20,11.36
2007/08,M Kartik,28,3,10.71
2007/08,M Muralitharan,3,0,0.0
2007/08,M Ntini,19,2,10.53
2007/08,M Rawat,39,4,10.26
2007/08,MA Khote,22,3,13.64
2007/08,MEK Hussey,100,23,23.0
2007/08,MF Maharoof,79,17,21.52
2007/08,MK Pandey,10,0,0.0
2007/08,MK Tiwary,87,16,18.39
2007/08,ML Hayden,135,30,22.22
2007/08,MM Patel,1,0,0.0
2007/08,MS Dhoni,319,53,16.61
2007/08,MS Gony,25,5,20.0
2007/08,MV Boucher,181,30,16.57
2007/08,Misbah-ul-Haq,82,16,19.51
2007/08,Mohammad Asif,6,0,0.0
2007/08,Mohammad Hafeez,84,9,10.71
2007/08,NK Patel,83,14,16.87
2007/08,P Kumar,100,16,16.0
2007/08,PA Patel,315,45,14.29
2007/08,PJ Sangwan,5,0,0.0
2007/08,PM Sarvesh Kumar,2,0,0.0
2007/08,PP Chawla,61,13,21.31
2007/08,PP Ojha,4,0,0.0
2007/08,PR Shah,38,4,10.53
2007/08,Pankaj Singh,8,0,0.0
2007/08,R Bhatia,28,4,14.29
2007/08,R Dravid,299,46,15.38
2007/08,R Vinay Kumar,28,3,10.71
2007/08,RA Jadeja,108,17,15.74
2007/08,RG Sharma,276,57,20.65
2007/08,RP Singh,25,3,12.0
2007/08,RR Powar,21,5,23.81
2007/08,RR Raje,9,1,11.11
2007/08,RR Sarwan,78,7,8.97
2007/08,RT Ponting,53,3,5.66
2007/08,RV Uthappa,291,43,14.78
2007/08,S Anirudha,8,0,0.0
2007/08,S Badrinath,138,29,21.01
2007/08,S Chanderpaul,33,4,12.12
2007/08,S Dhawan,308,43,13.96
2007/08,S Sohal,8,0,0.0
2007/08,S Sreesanth,3,0,0.0
2007/08,S Vidyut,115,24,20.87
2007/08,SA Asnodkar,241,49,20.33
2007/08,SB Bangar,49,4,8.16
2007/08,SB Joshi,16,0,0.0
2007/08,SB Styris,124,11,8.87
2007/08,SC Ganguly,324,48,14.81
2007/08,SD Chitnis,10,2,20.0
2007/08,SE Marsh,452,85,18.81
2007/08,SK Raina,304,53,17.43
2007/08,SK Trivedi,12,0,0.0
2007/08,SK Warne,60,9,15.0
2007/08,SM Katich,72,13,18.06
2007/08,SM Pollock,116,20,17.24
2007/08,SP Fleming,171,30,17.54
2007/08,SP Goswami,86,10,11.63
2007/08,SR Tendulkar,189,28,14.81
2007/08,SR Watson,322,66,20.5
2007/08,SS Tiwary,20,4,20.0
2007/08,ST Jayasuriya,333,88,26.43
2007/08,Salman Butt,172,32,18.6
2007/08,Shahid Afridi,46,13,28.26
2007/08,Shoaib Akhtar,8,0,0.0
2007/08,Shoaib Malik,49,5,10.2
2007/08,Sohail Tanvir,31,4,12.9
2007/08,T Kohli,16,1,6.25
2007/08,T Taibu,26,3,11.54
2007/08,TM Dilshan,79,17,21.52
2007/08,TM Srivastava,10,0,0.0
2007/08,U Kaul,1,0,0.0
2007/08,Umar Gul,19,6,31.58
2007/08,V Kohli,168,22,13.1
2007/08,V Sehwag,229,67,29.26
2007/08,VRV Singh,3,1,33.33
2007/08,VS Yeligati,2,0,0.0
2007/08,VVS Laxman,134,23,17.16
2007/08,VY Mahesh,28,0,0.0
2007/08,W Jaffer,110,15,13.64
2007/08,WA Mota,28,2,7.14
2007/08,WP Saha,119,19,15.97
2007/08,WPUJC Vaas,18,1,5.56
2007/08,Y Venugopal Rao,217,37,17.05
2007/08,YK Pathan,253,68,26.88
2007/08,YV Takawale,69,9,13.04
2007/08,Younis Khan,7,0,0.0
2007/08,Yuvraj Singh,191,43,22.51
2007/08,Z Khan,43,4,9.3
2009,A Chopra,20,2,10.0
2009,A Flintoff,57,7,12.28
2009,A Kumble,20,2,10.0
2009,A Mishra,20,4,20.0
2009,A Nehra,1,0,0.0
2009,A Singh,3,0,0.0
2009,A Symonds,171,26,15.2
2009,AA Bilakhia,84,5,5.95
2009,AB Agarkar,58,6,10.34
2009,AB Dinda,3,0,0.0
2009,AB McDonald,4,0,0.0
2009,AB de Villiers,359,51,14.21
2009,AC Gilchrist,337,83,24.63
2009,AD Mascarenhas,39,4,10.26
2009,AD Mathews,14,2,14.29
2009,AM Nayar,155,21,13.55
2009,AM Rahane,128,15,11.72
2009,AN Ghosh,8,1,12.5
2009,AS Raut,65,8,12.31
2009,B Akhil,16,2,12.5
2009,B Lee,35,3,8.57
2009,BAW Mendis,1,0,0.0
2009,BB McCullum,248,39,15.73
2009,BJ Hodge,317,43,13.56
2009,C Nanda,1,0,0.0
2009,CH Gayle,159,28,17.61
2009,D du Preez,13,0,0.0
2009,DA Warner,137,21,15.33
2009,DB Ravi Teja,71,7,9.86
2009,DJ Bravo,211,23,10.9
2009,DJ Hussey,61,13,21.31
2009,DL Vettori,32,3,9.38
2009,DPMD Jayawardene,172,24,13.95
2009,DR Smith,134,27,20.15
2009,DS Kulkarni,18,0,0.0
2009,DW Steyn,3,0,0.0
2009,FH Edwards,5,0,0.0
2009,G Gambhir,283,34,12.01
2009,GC Smith,222,28,12.61
2009,GJ Bailey,40,7,17.5
2009,GR Napier,16,1,6.25
2009,HH Gibbs,344,44,12.79
2009,Harbhajan Singh,57,11,19.3
2009,I Sharma,13,2,15.38
2009,IK Pathan,164,23,14.02
2009,J Botha,42,5,11.9
2009,JA Morkel,73,12,16.44
2009,JD Ryder,49,9,18.37
2009,JDP Oram,94,9,9.57
2009,JH Kallis,349,45,12.89
2009,JP Duminy,334,37,11.08
2009,Joginder Sharma,18,1,5.56
2009,K Goel,140,13,9.29
2009,KC Sangakkara,332,34,10.24
2009,KD Karthik,224,29,12.95
2009,KP Appanna,1,0,0.0
2009,KP Pietersen,89,10,11.24
2009,KV Sharma,3,0,0.0
2009,Kamran Khan,5,0,0.0
2009,L Balaji,10,0,0.0
2009,L Ronchi,3,0,0.0
2009,LA Carseldine,71,11,15.49
2009,LA Pomersbach,49,4,8.16
2009,LR Shukla,86,8,9.3
2009,LRPL Taylor,211,35,16.59
2009,M Kartik,20,0,0.0
2009,M Manhas,65,8,12.31
2009,M Morkel,9,1,11.11
2009,M Muralitharan,8,1,12.5
2009,M Rawat,20,1,5.0
2009,M Vijay,69,6,8.7
2009,MC Henriques,40,3,7.5
2009,MF Maharoof,21,0,0.0
2009,MK Pandey,120,21,17.5
2009,MK Tiwary,13,1,7.69
2009,ML Hayden,409,82,20.05
2009,MM Patel,26,5,19.23
2009,MN van Wyk,135,20,14.81
2009,MS Dhoni,270,31,11.48
2009,MS Gony,7,2,28.57
2009,MV Boucher,121,14,11.57
2009,Mashrafe Mortaza,2,0,0.0
2009,Mohammad Ashraful,12,0,0.0
2009,NK Patel,41,1,2.44
2009,NV Ojha,145,22,15.17
2009,P Kumar,46,7,15.22
2009,PA Patel,131,21,16.03
2009,PC Valthaty,12,1,8.33
2009,PJ Sangwan,10,0,0.0
2009,PP Chawla,39,3,7.69
2009,PP Ojha,7,0,0.0
2009,PR Shah,54,6,11.11
2009,Pankaj Singh,2,0,0.0
2009,R Ashwin,15,1,6.67
2009,R Bhatia,18,1,5.56
2009,R Bishnoi,17,3,17.65
2009,R Dravid,239,31,12.97
2009,R Vinay Kumar,44,5,11.36
2009,RA Jadeja,276,27,9.78
2009,RE van der Merwe,101,16,15.84
2009,RG Sharma,323,40,12.38
2009,RJ Harris,18,0,0.0
2009,RJ Quiney,105,15,14.29
2009,RP Singh,17,0,0.0
2009,RR Powar,22,2,9.09
2009,RR Raje,9,1,11.11
2009,RS Bopara,124,15,12.1
2009,RV Uthappa,177,21,11.86
2009,S Badrinath,166,24,14.46
2009,S Dhawan,46,3,6.52
2009,S Sohal,102,17,16.67
2009,S Sreesanth,19,1,5.26
2009,SA Asnodkar,98,15,15.31
2009,SB Bangar,9,0,0.0
2009,SB Jakati,16,3,18.75
2009,SB Styris,8,1,12.5
2009,SC Ganguly,213,19,8.92
2009,SD Chitnis,9,1,11.11
2009,SK Raina,318,58,18.24
2009,SK Trivedi,19,0,0.0
2009,SK Warne,118,10,8.47
2009,SL Malinga,1,0,0.0
2009,SM Harwood,14,0,0.0
2009,SM Katich,119,21,17.65
2009,SP Goswami,64,6,9.38
2009,SR Tendulkar,315,49,15.56
2009,SS Shaikh,7,1,14.29
2009,SS Tiwary,12,0,0.0
2009,ST Jayasuriya,205,30,14.63
2009,Shoaib Ahmed,6,0,0.0
2009,T Henderson,16,1,6.25
2009,T Kohli,4,0,0.0
2009,T Thushara,8,0,0.0
2009,TL Suman,193,26,13.47
2009,TM Dilshan,357,55,15.41
2009,TM Srivastava,1,0,0.0
2009,V Kohli,225,30,13.33
2009,V Sehwag,146,31,21.23
2009,VVS Laxman,33,2,6.06
2009,W Jaffer,19,2,10.53
2009,WA Mota,48,0,0.0
2009,WP Saha,41,7,17.07
2009,WPUJC Vaas,21,2,9.52
2009,Y Nagar,22,1,4.55
2009,Y Venugopal Rao,118,9,7.63
2009,YK Pathan,192,39,20.31
2009,YV Takawale,22,2,9.09
2009,Yashpal Singh,67,5,7.46
2009,Yuvraj Singh,317,41,12.93
2009,Z Khan,11,0,0.0
2009/10,A Kumble,12,0,0.0
2009/10,A Mishra,54,1,1.85
2009/10,A Mithun,4,1,25.0
2009/10,A Nehra,20,3,15.0
2009/10,A Symonds,356,53,14.89
2009/10,A Uniyal,7,0,0.0
2009/10,AA Bilakhia,4,0,0.0
2009/10,AA Jhunjhunwala,172,20,11.63
2009/10,AB Agarkar,30,4,13.33
2009/10,AB Barath,43,6,13.95
2009/10,AB Dinda,1,0,0.0
2009/10,AB McDonald,54,5,9.26
2009/10,AB de Villiers,123,7,5.69
2009/10,AC Gilchrist,200,47,23.5
2009/10,AC Voges,143,18,12.59
2009/10,AD Mascarenhas,11,0,0.0
2009/10,AD Mathews,197,26,13.2
2009/10,AG Paunikar,1,0,0.0
2009/10,AJ Finch,21,1,4.76
2009/10,AM Nayar,51,6,11.76
2009/10,AN Ahmed,8,0,0.0
2009/10,AP Dole,23,4,17.39
2009/10,AP Tare,41,8,19.51
2009/10,AS Raut,48,6,12.5
2009/10,AT Rayudu,258,47,18.22
2009/10,Anirudh Singh,69,7,10.14
2009/10,B Lee,11,1,9.09
2009/10,B Sumanth,38,3,7.89
2009/10,BAW Mendis,1,0,0.0
2009/10,BB McCullum,117,16,13.68
2009/10,BJ Hodge,95,12,12.63
2009/10,Bipul Sharma,7,1,14.29
2009/10,C Madan,21,3,14.29
2009/10,CA Pujara,119,17,14.29
2009/10,CH Gayle,197,46,23.35
2009/10,CK Langeveldt,1,0,0.0
2009/10,CL White,33,6,18.18
2009/10,CRD Fernando,2,0,0.0
2009/10,DA Warner,195,41,21.03
2009/10,DE Bollinger,17,2,11.76
2009/10,DJ Bravo,53,7,13.21
2009/10,DJ Hussey,89,10,11.24
2009/10,DL Vettori,28,4,14.29
2009/10,DP Nannes,13,0,0.0
2009/10,DPMD Jayawardene,312,67,21.47
2009/10,DR Martyn,26,1,3.85
2009/10,DR Smith,25,2,8.0
2009/10,DW Steyn,17,2,11.76
2009/10,EJG Morgan,31,3,9.68
2009/10,FY Fazal,160,20,12.5
2009/10,G Gambhir,223,34,15.25
2009/10,GC Smith,40,7,17.5
2009/10,GJ Bailey,27,2,7.41
2009/10,HH Gibbs,243,35,14.4
2009/10,Harbhajan Singh,64,17,26.56
2009/10,Harmeet Singh,1,0,0.0
2009/10,I Sharma,17,0,0.0
2009/10,IK Pathan,188,31,16.49
2009/10,Iqbal Abdulla,1,0,0.0
2009/10,J Theron,6,0,0.0
2009/10,JA Morkel,135,23,17.04
2009/10,JH Kallis,517,76,14.7
2009/10,JM Kemp,25,2,8.0
2009/10,JP Duminy,134,18,13.43
2009/10,Jaskaran Singh,11,0,0.0
2009/10,K Goel,20,2,10.0
2009/10,KA Pollard,152,40,26.32
2009/10,KAJ Roach,9,1,11.11
2009/10,KB Arun Karthik,5,0,0.0
2009/10,KC Sangakkara,260,52,20.0
2009/10,KD Karthik,242,32,13.22
2009/10,KM Jadhav,60,9,15.0
2009/10,KP Appanna,3,0,0.0
2009/10,KP Pietersen,159,31,19.5
2009/10,L Balaji,20,2,10.0
2009/10,LR Shukla,27,5,18.52
2009/10,LRPL Taylor,77,8,10.39
2009/10,M Kaif,31,2,6.45
2009/10,M Kartik,22,2,9.09
2009/10,M Manhas,151,14,9.27
2009/10,M Morkel,16,1,6.25
2009/10,M Muralitharan,2,0,0.0
2009/10,M Vijay,305,62,20.33
2009/10,MC Henriques,5,2,40.0
2009/10,MD Mishra,149,24,16.11
2009/10,MEK Hussey,44,2,4.55
2009/10,MF Maharoof,24,4,16.67
2009/10,MJ Lumb,196,51,26.02
2009/10,MK Pandey,233,34,14.59
2009/10,MK Tiwary,192,28,14.58
2009/10,ML Hayden,295,53,17.97
2009/10,MM Patel,5,0,0.0
2009/10,MR Marsh,31,2,6.45
2009/10,MS Bisla,189,33,17.46
2009/10,MS Dhoni,215,34,15.81
2009/10,MS Gony,7,0,0.0
2009/10,MV Boucher,10,1,10.0
2009/10,Mandeep Singh,11,1,9.09
2009/10,NV Ojha,294,57,19.39
2009/10,OA Shah,96,12,12.5
2009/10,P Dogra,108,9,8.33
2009/10,P Kumar,8,0,0.0
2009/10,PA Patel,83,8,9.64
2009/10,PD Collingwood,159,22,13.84
2009/10,PJ Sangwan,15,0,0.0
2009/10,PP Chawla,63,7,11.11
2009/10,PP Ojha,8,0,0.0
2009/10,Pankaj Singh,2,0,0.0
2009/10,R Ashwin,40,2,5.0
2009/10,R Bhatia,17,3,17.65
2009/10,R Dravid,203,37,18.23
2009/10,R McLaren,71,7,9.86
2009/10,R Sathish,98,11,11.22
2009/10,R Sharma,26,4,15.38
2009/10,R Vinay Kumar,35,1,2.86
2009/10,RE van der Merwe,2,0,0.0
2009/10,RG Sharma,310,50,16.13
2009/10,RJ Harris,39,4,10.26
2009/10,RP Singh,20,0,0.0
2009/10,RR Powar,8,0,0.0
2009/10,RS Bopara,223,28,12.56
2009/10,RS Gavaskar,8,0,0.0
2009/10,RS Sodhi,2,1,50.0
2009/10,RV Uthappa,224,48,21.43
2009/10,S Anirudha,19,4,21.05
2009/10,S Badrinath,310,46,14.84
2009/10,S Dhawan,180,26,14.44
2009/10,S Ladda,10,0,0.0
2009/10,S Narwal,13,2,15.38
2009/10,S Sreesanth,22,5,22.73
2009/10,S Sriram,31,3,9.68
2009/10,S Tyagi,4,0,0.0
2009/10,SA Asnodkar,4,1,25.0
2009/10,SC Ganguly,440,73,16.59
2009/10,SE Bond,2,0,0.0
2009/10,SE Marsh,117,20,17.09
2009/10,SJ Srivastava,2,0,0.0
2009/10,SK Raina,387,68,17.57
2009/10,SK Trivedi,15,4,26.67
